Tune_name,1,1+,1-,2,2+,2-,3,3+,3-,4,4+,5,5+,5-,6,6+,6-,7,7-,r,Other
field_in_forest_alternate_chords.krn.B_scale_dist_dur.txt,38,,,64,,,44,,,8,,20,,,,,,,,,
fine_times_at_our_house.krn.B_scale_dist_dur.txt,56,,,8,,,28,,,60,,52,,,12,,,4,36,,
flat-footed_henry.krn.B_scale_dist_dur.txt,72,,,60,,,56,,,4,,8,,,20,,,8,,,
fleur_de_mandragore.krn.B_scale_dist_dur.txt,108,,,24,,,32,,,24,,24,,,16,,,28,,,
flowers_of_autumn.krn.B_scale_dist_dur.txt,40,,,32,,,50,,,2,,32,,,33,,,3,,,
fly_fishing_reel.krn.B_scale_dist_dur.txt,52,,,16,,,60,,,20,,40,,,52,,,12,8,,
flying_clouds.krn.B_scale_dist_dur.txt,36,,,40,,,48,,,36,,56,,,12,,,4,4,,
flying_fox.krn.B_scale_dist_dur.txt,36,,,32,,,52,,,24,,20,,,24,,,4,,,
flying_home_to_shelley.krn.B_scale_dist_dur.txt,54,,,54,,,50,,,18,,36,,,40,,,4,,,
folding_down_the_sheets.krn.B_scale_dist_dur.txt,28,,,56,,,28,,,46,,46,,,16,,,32,,,
folklife_reel.krn.B_scale_dist_dur.txt,52,,,44,,,32,,,20,,64,,,32,,,,12,,
foot_to_the_ground.krn.B_scale_dist_dur.txt,34,,,14,,,86,,,36,,16,,,4,,,,,,
forest_wedding.krn.B_scale_dist_dur.txt,38,,,32,,,30,,,30,,10,,,26,,,8,8,4,
foresters_hornpipe.krn.B_scale_dist_dur.txt,52,,,28,,,48,,,32,,48,,,20,,,28,,,
forked_deer.krn.B_scale_dist_dur.txt,52,,,24,,,28,,,12,,84,,,24,,,28,,,
franco-american_reel.krn.B_scale_dist_dur.txt,56,,,32,,,40,,,28,,40,,,24,,,36,,,
franks_reel.krn.B_scale_dist_dur.txt,76,,,26,,,39,,,23,,34,,,43,,,13,,,
fred_finns.krn.B_scale_dist_dur.txt,60,,,28,,,56,,,8,,56,,,44,,,,,,
fremont_center.krn.B_scale_dist_dur.txt,88,,,12,,,40,,,30,,30,,,28,,,,28,,
frenchies_reel.krn.B_scale_dist_dur.txt,66,,,20,,,36,,,30,,66,,,22,,,12,,,
froggie_on_the_carport.krn.B_scale_dist_dur.txt,56,,,40,,,32,,24,48,,28,,,8,,,,20,,
frost_is_all_over.krn.B_scale_dist_dur.txt,32,,,16,,,52,,,60,,24,,,8,,,,,,
full_moon_jig.krn.B_scale_dist_dur.txt,68,,,20,,,24,,,8,,12,,,24,,,36,,,
funnel_in_the_tunesmiths_truck.krn.B_scale_dist_dur.txt,50,,,28,,,46,,,34,2,36,,,20,,,36,,,
gadeliderot_le.krn.B_scale_dist_dur.txt,56,,,56,,,50,,,24,,32,,,20,,,24,,,
gale.krn.B_scale_dist_dur.txt,48,,,32,,,32,8,,40,,48,,,24,,,8,16,,
galens_arrival.krn.B_scale_dist_dur.txt,58,,,20,,,36,,,40,,36,,,16,,,52,,,
gallaghers_frolics.krn.B_scale_dist_dur.txt,60,,,36,,,36,,,20,,12,,,,,,,28,,
garfield.krn.B_scale_dist_dur.txt,72,,,24,,,28,,,,,80,,,48,,,,,,
garsters_dream.krn.B_scale_dist_dur.txt,72,,,32,,,20,,,4,,28,,,28,,,8,,,
geese_in_the_bog.krn.B_scale_dist_dur.txt,64,,,8,,,16,,,24,,40,,,,,,,40,,
george_whites_favorite.krn.B_scale_dist_dur.txt,88,,,60,,,34,,,,,24,,,40,,,4,,,
gigue_de_terrebonne.krn.B_scale_dist_dur.txt,60,,,36,,,84,,,16,,24,,,16,,,20,,,
gigue_des_capuchons.krn.B_scale_dist_dur.txt,44,,,24,,,24,,,24,,32,,,16,,,28,,,
gigue_des_montagnards.krn.B_scale_dist_dur.txt,60,,,32,,,44,,,4,16,60,,,32,,,8,,,
gigue_des_sucres.krn.B_scale_dist_dur.txt,36,,,8,,,24,,,28,,40,,,28,,,28,,,
gigue_du_salon.krn.B_scale_dist_dur.txt,48,,,40,,,30,,,4,,44,,,18,,,8,,,
gillians_reel.krn.B_scale_dist_dur.txt,64,,,16,,,16,,,16,4,40,,,56,,,36,8,,
girL_i_left_behind_me.krn.B_scale_dist_dur.txt,92,,,32,,,40,,,8,,32,,,44,,,4,,,
girl_who_broke_my_heart.krn.B_scale_dist_dur.txt,68,,,28,,,28,,,40,,44,,,4,,,20,28,,
girl_with_the_blue_dress_on.krn.B_scale_dist_dur.txt,68,,,20,,,8,,,,8,52,,,52,,,48,,,
glen_of_aherlow.krn.B_scale_dist_dur.txt,68,,,42,,,22,,,16,6,50,,,,4,,,48,,
glencolmcille.krn.B_scale_dist_dur.txt,62,,,28,,,48,,,46,,42,,,10,,,20,,,
glise_de_sherbrooke.krn.B_scale_dist_dur.txt,72,,,24,,,56,,,28,,32,,,28,,,16,,,
goglu_reel_du.krn.B_scale_dist_dur.txt,40,,,28,,,44,,,24,4,76,,,12,,,28,,,
going_to_the_free_state.krn.B_scale_dist_dur.txt,84,,,48,,,52,,,8,,68,,,,,,,,,
golden_legs.krn.B_scale_dist_dur.txt,45,,,46,,,48,,,50,2,40,,,6,,,19,,,
golden_wedding_reel.krn.B_scale_dist_dur.txt,64,,,40,,,8,,,48,,24,,,44,,,28,,,
gondolin.krn.B_scale_dist_dur.txt,24,,,42,,,30,,,28,,60,,,28,,,4,12,,
gonna_climb_them_golden_stairs.krn.B_scale_dist_dur.txt,80,,,20,,,44,,,28,,24,,,50,,,10,,,
good_for_the_tongue.krn.B_scale_dist_dur.txt,148,,,16,,,12,,,12,,40,,,20,,,12,,,
goodbye_girls.krn.B_scale_dist_dur.txt,48,,,36,,,12,,,56,,44,,,24,,,,36,,
goodbye_girls_im_going_to_boston.krn.B_scale_dist_dur.txt,84,,,16,,,,,,32,,64,,,,,,,40,,
gordons_fiddletunes_jig.krn.B_scale_dist_dur.txt,70,,,24,,,,,20,4,,48,,,,,4,4,20,,
grace_hays_delight.krn.B_scale_dist_dur.txt,28,,,26,,,27,,,23,10,34,,,16,,,26,,,
grand_chaine_la.krn.B_scale_dist_dur.txt,72,,,22,,,34,,,20,,58,,,14,,,32,,,
grand_picnic.krn.B_scale_dist_dur.txt,64,,,44,,,52,,,20,,52,,,20,,,,,,
grandpere_reel_du.krn.B_scale_dist_dur.txt,28,,,36,,,76,,,32,,52,,,16,,,8,,,
granny_quinns.krn.B_scale_dist_dur.txt,48,,,24,,,24,,,20,,64,,,12,,,,64,,
granny_will_your_dog_bite.krn.B_scale_dist_dur.txt,60,,,8,,,32,,,28,,64,,,36,,,8,16,,
grasshopper_sittin_on_a_sweet_potato_vine.krn.B_scale_dist_dur.txt,88,,,44,,,24,,,4,,48,,,28,,,20,,,
gray_eagle.krn.B_scale_dist_dur.txt,68,,,8,,,36,,,32,,28,,,56,,,,16,,
greasy_coat.krn.B_scale_dist_dur.txt,84,,,20,,,8,12,,24,,40,,,,16,,,44,,
greasy_string.krn.B_scale_dist_dur.txt,96,,,40,,,28,,,,,44,,,20,,,12,,,
green_apple_quickstep.krn.B_scale_dist_dur.txt,66,,,20,,,26,,,14,,50,2,,48,,,30,,,
green_fields_of_woodford.krn.B_scale_dist_dur.txt,60,,,28,,,32,,,4,,44,,,24,,,,,,
green_table.krn.B_scale_dist_dur.txt,52,,,36,,,32,,,36,,76,,,12,,,16,,,
green_willis.krn.B_scale_dist_dur.txt,56,,,20,,,56,,,56,,40,,,16,,,12,,,
grey_buck.krn.B_scale_dist_dur.txt,28,,,38,,,38,,,24,,24,,,30,,,10,,,
grey_eagle.krn.B_scale_dist_dur.txt,28,,,24,,,68,,,,,80,,,20,,,20,,,
griffenfeldt.krn.B_scale_dist_dur.txt,64,,,20,,,12,,8,12,,80,,,16,,,,28,,
grub_springs.krn.B_scale_dist_dur.txt,28,,,4,,,20,,,,,148,,,44,,,4,,,
guizers_march.krn.B_scale_dist_dur.txt,50,,,8,,,24,,,18,,74,,,56,,,22,,,
hairy_dogleaf.krn.B_scale_dist_dur.txt,70,,,30,,,56,,,8,,44,,,48,,,,,,
hamsters_in_the_pantry.krn.B_scale_dist_dur.txt,72,,,36,,,32,,,32,,32,,,20,,,16,,,
hand_me_down_the_tackle.krn.B_scale_dist_dur.txt,63,,,16,,,60,,,30,2,46,,,26,,,13,,,
handsome_young_maidens.krn.B_scale_dist_dur.txt,28,,,14,,,38,,,38,,38,,,30,,,6,,,
happy_hollow.krn.B_scale_dist_dur.txt,72,,,84,,,44,,,16,,16,,,20,,,,,,
hardimans_fancy.krn.B_scale_dist_dur.txt,34,,,2,,,34,,,32,,32,,,,,,,58,,
hare.krn.B_scale_dist_dur.txt,92,,,40,,,80,,,8,,24,,,4,,,8,,,
hare2.krn.B_scale_dist_dur.txt,24,,,64,,,34,,,40,,50,,,10,,,40,,,
hava_na-jig-ilah.krn.B_scale_dist_dur.txt,52,,,,,42,4,30,,18,,,,,,,,,40,4,
haymakers_hoedown.krn.B_scale_dist_dur.txt,48,,,36,,,24,,,,,32,,,68,,,24,,,
heather_mccarthy.krn.B_scale_dist_dur.txt,96,,,32,,,64,,,8,,20,,,32,,,4,,,
heavens_to_betsy.krn.B_scale_dist_dur.txt,38,,,26,,,26,,,18,,20,,,36,,,28,,,
hector_macdonalds_reel.krn.B_scale_dist_dur.txt,56,,,16,,,20,,,24,,56,,,44,,,,40,,
helena_reel.krn.B_scale_dist_dur.txt,66,,,28,,,32,,,32,,52,,,20,,,24,,,
hens_feet_and_carrots.krn.B_scale_dist_dur.txt,44,,,28,,,16,,,12,,54,,,16,,,16,,,
hey_little_girl_do_what_i_tell_you.krn.B_scale_dist_dur.txt,60,,,20,,,28,,,24,,80,,,44,,,,,,
high_part_of_the_road.krn.B_scale_dist_dur.txt,56,,,28,,,10,,,8,,22,,,12,,,56,,,
high_reel.krn.B_scale_dist_dur.txt,62,,,30,,,40,,,20,,38,,,34,,,,32,,
high_road_to_linton.krn.B_scale_dist_dur.txt,76,,,24,,,36,,,28,,52,,,36,,,4,,,
hills_of_sharon.krn.B_scale_dist_dur.txt,12,,,44,,,36,,,8,,20,,,40,,,,,,
hole_in_the_hedge.krn.B_scale_dist_dur.txt,56,,,30,,,28,,,,,40,,,28,,,12,,,
hollow_poplar.krn.B_scale_dist_dur.txt,84,,,28,,,12,,,4,,32,,,28,,,60,,,
home_with_the_girls_in_the_morning.krn.B_scale_dist_dur.txt,74,,,62,,,12,,52,4,,24,,,8,,,,20,,
homeward_bound.krn.B_scale_dist_dur.txt,48,,,76,,,76,,,24,,20,,,12,,,,,,
hommage_a_arthur_marcel_et_phylias_pigeon_alternate.krn.B_scale_dist_dur.txt,44,,,43,,,67,,,36,,62,,,,,,,4,,
hommage_a_edmond_parizeau.krn.B_scale_dist_dur.txt,56,,,45,,,41,,,36,,42,,,28,,,,,,
hommage_a_gilles_laprise.krn.B_scale_dist_dur.txt,28,,,40,,,28,,,20,,76,,,40,,,20,,4,
hommage_a_harmonica_jean.krn.B_scale_dist_dur.txt,44,,,8,,,24,,,16,6,44,,,20,,,20,,,
hommage_a_harmonica_jean_alternate_B-chords.krn.B_scale_dist_dur.txt,44,,,8,,,24,,,16,6,44,,,20,,,20,,,
hommage_a_mes_amis_musiciens.krn.B_scale_dist_dur.txt,56,,,23,,,25,,,14,,68,,,17,,,51,,2,
hommage_a_ojnab.krn.B_scale_dist_dur.txt,46,,,58,,,20,,,,,20,,,42,,,6,,,
hommage_a_rock_proulx.krn.B_scale_dist_dur.txt,48,,,40,,,56,,,14,4,46,,,14,,,22,,4,
homme_a_deux_femmes.krn.B_scale_dist_dur.txt,44,,,14,,,30,,,22,4,44,,,22,,,70,,,
horace_hainsworth.krn.B_scale_dist_dur.txt,40,,,16,,,76,,,,,68,,,56,,,,,,
hornpipe_in_the_style_of_sean_maguire.krn.B_scale_dist_dur.txt,64,,,28,,,24,,,22,,67,,,22,,,25,,,
house_in_the_glen.krn.B_scale_dist_dur.txt,52,,,44,,,38,,,22,,28,,,,,,8,,,
hudie_gallaghers.krn.B_scale_dist_dur.txt,40,,,32,,,20,,,16,,28,,,24,,,8,24,,
huffing_up_great_gable.krn.B_scale_dist_dur.txt,78,,,22,,,66,,,12,,26,,,,8,,,40,,
hughie_shortys_reel.krn.B_scale_dist_dur.txt,70,,,24,,,50,,,38,,32,,,24,,,18,,,
hulls_reel.krn.B_scale_dist_dur.txt,36,,,40,,,32,,,,,52,,,96,,,,,,
hulls_reel_alternate.krn.B_scale_dist_dur.txt,44,,,44,,,54,,,4,,12,,,102,,,,,,
humours_of_ballinafauna.krn.B_scale_dist_dur.txt,90,,,24,,,4,,,8,,28,,,,,,,36,,
hundred_pipers.krn.B_scale_dist_dur.txt,32,,,24,,,40,,,8,,56,,,24,,,8,,,
hungry_rocks.krn.B_scale_dist_dur.txt,64,,,36,,,24,,,20,,28,,,,,,,20,,
hunters_house.krn.B_scale_dist_dur.txt,40,,,44,,,70,,,16,,48,,,12,,,26,,,
hunting_the_buffalo.krn.B_scale_dist_dur.txt,48,,,20,,,36,,,,,56,,,84,,,12,,,
hut_on_staffin_island.krn.B_scale_dist_dur.txt,94,,,24,,,20,,,5,,25,,,64,,,28,,,
i_buried_my_wife_and_danced_on_her_grave.krn.B_scale_dist_dur.txt,64,,,32,,,42,,,12,,30,,,4,,,,8,,
i_get_my_whiskey_from_rockingham.krn.B_scale_dist_dur.txt,82,,,32,,,16,,,4,,48,,,40,,,36,,,
ice_on_the_road.krn.B_scale_dist_dur.txt,52,,,20,,,52,,,48,,60,,,12,,,12,,,
ice_on_the_road_alternate.krn.B_scale_dist_dur.txt,56,,,16,,,68,,,40,,48,,,12,,,16,,,
idlewild_jig.krn.B_scale_dist_dur.txt,26,,,16,8,,46,,,8,,18,8,,52,,,10,,,
iggie_and_squiggie.krn.B_scale_dist_dur.txt,108,,,28,,,28,,,28,,40,,,20,,,8,,,
indian.krn.B_scale_dist_dur.txt,52,,,8,,,56,,,24,,76,,,20,,,20,,,
indian_point.krn.B_scale_dist_dur.txt,56,,,48,,,36,,,20,,16,,,8,,,,8,,
ingonish.krn.B_scale_dist_dur.txt,76,,,32,,,4,,,20,,40,,,,4,,,16,,
irishmans_heart_to_the_ladies.krn.B_scale_dist_dur.txt,32,,,18,,,42,,,20,,56,,,24,,,,,,
iron_curtain_breakdown.krn.B_scale_dist_dur.txt,30,,,12,,10,38,,,42,,50,,,40,,,,16,,
iron_mountain.krn.B_scale_dist_dur.txt,48,,,48,,,24,,,34,,50,,,24,,,28,,,
j_b_milne.krn.B_scale_dist_dur.txt,30,,,24,,,56,,,32,4,45,,,45,,,16,,,
jack_daniels_reel.krn.B_scale_dist_dur.txt,36,,,20,,,64,,,20,,80,,,36,,,,,,
jack_delad.krn.B_scale_dist_dur.txt,88,,,16,,,16,,,12,,52,,,44,,,28,,,
jackie_colemans.krn.B_scale_dist_dur.txt,60,,,28,,,56,,,36,,52,,,4,,,20,,,
jacksons_jig.krn.B_scale_dist_dur.txt,44,,,22,,,30,,,8,6,42,,,18,,,18,,,
jacksons_morning_brush.krn.B_scale_dist_dur.txt,50,,,36,,,52,,,20,,24,,,8,,,4,,,
jacky_tar.krn.B_scale_dist_dur.txt,52,,,48,,,64,,,28,,28,,,4,,,,32,,
jamie_allen.krn.B_scale_dist_dur.txt,68,,,32,,,28,,,16,,48,,,24,,,24,,,
janet_beaton_jig.krn.B_scale_dist_dur.txt,70,,,10,,,16,,,8,,42,,,28,,,18,,,
jeff_city.krn.B_scale_dist_dur.txt,92,,,56,,,44,,,,,40,,,16,,,8,,,
jefferson_road.krn.B_scale_dist_dur.txt,28,,,48,,,80,,,,,56,,,32,,,4,,8,
jerry_and_tom.krn.B_scale_dist_dur.txt,84,,,28,,,48,,,,,32,,,42,,,22,,,
jersey_lightning.krn.B_scale_dist_dur.txt,76,,,24,,,40,,,16,16,48,,,24,,,16,,,
jig_in_a.krn.B_scale_dist_dur.txt,44,,,16,,,4,,,,,24,,,80,,,16,,,
jigermyster.krn.B_scale_dist_dur.txt,88,,,24,,,24,,,24,,8,,,8,,,16,,,
jimmy_in_the_swamp.krn.B_scale_dist_dur.txt,44,,,16,,,48,,,,,24,,,88,,,36,,,
jims_jig.krn.B_scale_dist_dur.txt,24,,,12,,,64,,,,,48,,,36,,,8,,,
joanies_jig.krn.B_scale_dist_dur.txt,44,,,20,,,44,,,36,,20,,,8,,,16,,4,
john_bowes.krn.B_scale_dist_dur.txt,56,,,44,,,56,,,32,,32,,,16,,,24,,,
john_browns_dream.krn.B_scale_dist_dur.txt,124,,,64,,,52,,,8,,8,,,,,,,,,
john_browns_march.krn.B_scale_dist_dur.txt,52,,,12,,,28,,,,,44,,,60,,,40,,,
john_campbells_trip_to_port_townsend.krn.B_scale_dist_dur.txt,92,,,32,,,20,,,24,,24,,,,16,,,48,,
john_hardy.krn.B_scale_dist_dur.txt,80,,,44,,,36,,,16,,48,,,20,,,12,,,
john_howatts.krn.B_scale_dist_dur.txt,34,,,30,,,58,,,38,,72,,,16,,,12,,,
john_naughtons_jig.krn.B_scale_dist_dur.txt,44,,,18,,,4,4,,22,,28,,,,18,,,54,,
john_rawl_jamieson.krn.B_scale_dist_dur.txt,64,,,40,,,40,,,8,,24,,,44,,,24,,,
john_sharps_hornpipe.krn.B_scale_dist_dur.txt,80,,,12,,,20,,,20,,56,,,36,,,28,,,
john_stensons_2.krn.B_scale_dist_dur.txt,36,,,28,,,48,,,60,,64,,,20,,,,,,
johnny_cope.krn.B_scale_dist_dur.txt,68,,,8,,,16,,,48,,72,,,36,,,,8,,
johnny_johnny_dont_get_drunk.krn.B_scale_dist_dur.txt,48,,,24,,,24,,,12,,76,,,36,,,12,,,
johnny_wilmots_jig.krn.B_scale_dist_dur.txt,64,,,12,,,36,,,26,,32,,,16,,,6,,,
johnson_girl.krn.B_scale_dist_dur.txt,64,,,52,,,44,,,24,,28,,,44,,,4,,,
joseph_reel.krn.B_scale_dist_dur.txt,52,,,46,,,72,,,36,,46,,,8,,,,,,
joys_of_my_life.krn.B_scale_dist_dur.txt,36,,,24,,,38,,,,,18,,,50,,,26,,,
jules_verret.krn.B_scale_dist_dur.txt,64,,,24,,,44,,,24,,52,,,28,,,12,8,,
julia_delaney.krn.B_scale_dist_dur.txt,50,,,46,,,60,,,28,,28,,,,,,8,36,,
julia_delaney_alternate_chords.krn.B_scale_dist_dur.txt,50,,,46,,,60,,,28,,28,,,,,,8,36,,
juliann_johnson.krn.B_scale_dist_dur.txt,52,,,16,,,8,,,,,104,,,56,,,20,,,
jump_at_the_sun.krn.B_scale_dist_dur.txt,38,,,40,,,28,,,16,,56,,,12,,,4,,,
june_apple.krn.B_scale_dist_dur.txt,96,,,28,,,8,,,,,36,,,16,,,4,44,,
juniper_jig.krn.B_scale_dist_dur.txt,44,,,38,,,24,,,14,,34,,,18,,,16,4,,
kaley_ambers.krn.B_scale_dist_dur.txt,56,,,20,,,32,,,28,,48,,,46,,,16,8,2,
kansas_city_reel.krn.B_scale_dist_dur.txt,36,,,24,,,28,,,28,,120,,,16,,,4,,,
kate_and_roses.krn.B_scale_dist_dur.txt,68,,,20,,,64,,,12,,28,,,36,,,,28,,
kathy_seuberts_jig.krn.B_scale_dist_dur.txt,62,,,26,,,26,,,,,46,,,28,,,4,,,
kentucky_one-step.krn.B_scale_dist_dur.txt,76,,,48,,,24,,,,,56,,,40,,,8,,,
kerfunten.krn.B_scale_dist_dur.txt,72,,,32,,,24,,,,,20,,,36,,,8,,,
kesh_jig.krn.B_scale_dist_dur.txt,50,,,28,,,60,,,,,32,,,16,,,4,,,
kiss_the_bride.krn.B_scale_dist_dur.txt,52,,,20,,,26,,,14,,42,,,22,,,12,4,,
kitchen_jig.krn.B_scale_dist_dur.txt,82,,,12,,,,,,12,,44,,,,,,,40,,
kittens_on_catnip.krn.B_scale_dist_dur.txt,36,,,40,,,28,,8,52,4,44,,,9,,,,25,,
kitty_mcgee.krn.B_scale_dist_dur.txt,40,,,36,,,32,,,32,,32,,,,,,12,,,
klezmer_kerry_polka1.krn.B_scale_dist_dur.txt,48,,,34,,,32,,,68,,58,,,6,,,2,,,
knockdhu_reel.krn.B_scale_dist_dur.txt,96,,,24,,,8,,,24,,48,,,,,,,56,,
koehlers_hornpipe.krn.B_scale_dist_dur.txt,68,,,20,,,48,,,16,,60,,,24,,,20,,,
korolenko_1st_part.krn.B_scale_dist_dur.txt,52,,,16,,,16,,,,,22,,,64,,,18,,,
labyrinth.krn.B_scale_dist_dur.txt,44,,,36,,,40,,,32,,40,,,28,,,,36,,
lads_of_dunse.krn.B_scale_dist_dur.txt,38,,,30,,,37,,,21,,32,,,24,,,10,,,
lads_of_laois.krn.B_scale_dist_dur.txt,58,,,60,,,42,,,8,,46,,,,6,,,36,,
lady_ann_montgomery.krn.B_scale_dist_dur.txt,62,,,64,,,86,,,4,,16,,,20,,,,,,
lady_of_the_lake.krn.B_scale_dist_dur.txt,12,,,32,,,8,,,24,,80,,,56,,,32,,,
lady_of_the_lake2.krn.B_scale_dist_dur.txt,44,,,50,,,38,,,28,4,48,,,16,,,32,,,
lady_of_the_lake3.krn.B_scale_dist_dur.txt,40,,,48,,,60,,,8,,36,,,28,,,28,,,
lady_slipper_reel.krn.B_scale_dist_dur.txt,76,,,16,,,20,,,36,,40,,,22,,,46,,,
lady_walpoles_reel.krn.B_scale_dist_dur.txt,54,,,28,,,36,,,28,,68,,,18,,,22,,,
laingtons_reel.krn.B_scale_dist_dur.txt,42,,,62,,,60,,,22,,56,,,6,,,6,,,
lake_erie.krn.B_scale_dist_dur.txt,36,,,32,,,60,,,24,,72,,,24,,,8,,,
lark_on_the_strand.krn.B_scale_dist_dur.txt,84,,,28,,,32,,,,,28,,,20,,,,,,
last_chance.krn.B_scale_dist_dur.txt,24,,,,,,110,,,22,,64,,,,,,,26,,
laurie_in_f.krn.B_scale_dist_dur.txt,52,,,48,,,44,,,44,,36,,,20,,,16,,,
leake_county_two_step.krn.B_scale_dist_dur.txt,72,,,24,,,40,,,20,,20,,,20,,,48,,,
leaping_lulu.krn.B_scale_dist_dur.txt,76,,,20,,,32,,,12,,24,,,16,,,12,,,
leaping_lulu_alternate.krn.B_scale_dist_dur.txt,92,,,24,,,12,,,12,,24,,,14,,,14,,,
lennons_no_4.krn.B_scale_dist_dur.txt,76,,,44,,,42,,,32,,28,,,18,,,16,,,
levantines_barrel.krn.B_scale_dist_dur.txt,44,,,36,,,28,,,4,8,56,,,40,,,40,,,
levis_beaulieu.krn.B_scale_dist_dur.txt,76,,,20,,,32,,4,24,,48,,,16,,,4,28,,
lievre_reel_du.krn.B_scale_dist_dur.txt,96,,,32,,,28,,,8,,44,,,16,,,28,,,
lisnagun_jig.krn.B_scale_dist_dur.txt,48,,,44,,,42,,,,,34,,,24,,,,,,
little_daisy.krn.B_scale_dist_dur.txt,40,,,32,,,52,,,20,,64,,,36,,,12,,,
little_donald_in_the_pigpen.krn.B_scale_dist_dur.txt,52,,,16,,,8,,,36,,44,,,52,,,,48,,
little_dutch_girl.krn.B_scale_dist_dur.txt,68,,,52,,,36,,,32,,36,,,32,,,,,,
little_judique.krn.B_scale_dist_dur.txt,68,,,32,,,32,,,4,,76,,,32,,,8,,,
little_katie_taylor.krn.B_scale_dist_dur.txt,42,,,,,,40,,,80,,60,,,16,,,8,12,,
little_nell.krn.B_scale_dist_dur.txt,60,,,56,,,48,,,32,,12,,,8,,,40,,,
live_oak.krn.B_scale_dist_dur.txt,64,,,20,,,32,,,,,52,,,64,,,12,,,
liza_jane.krn.B_scale_dist_dur.txt,68,,,56,,,52,,,,,24,,,44,,,,,,
liza_rose.krn.B_scale_dist_dur.txt,68,,,36,,,44,,,30,,32,,,22,,,28,,,
lizzy_in_the_lowground.krn.B_scale_dist_dur.txt,72,,,36,,,36,,,,,28,,,84,,,,,,
log_cabin.krn.B_scale_dist_dur.txt,90,,,28,,,44,,,40,,28,,,8,,,2,16,,
long_drop.krn.B_scale_dist_dur.txt,66,,,18,,,76,,,26,,32,,,32,,,6,,,
long_hot_shower.krn.B_scale_dist_dur.txt,36,,,20,,,2,,18,10,,54,,,36,,8,,10,,
longford_collector.krn.B_scale_dist_dur.txt,68,,,32,,,40,,,,,42,,,54,,,20,,,
lord_mayo.krn.B_scale_dist_dur.txt,70,,,36,,,,,,24,,42,,,,,,,72,,
lost_everything.krn.B_scale_dist_dur.txt,52,,,40,,,76,,,8,,32,,,36,,,8,,,
lost_girl.krn.B_scale_dist_dur.txt,24,,,32,,,80,,,8,,32,,,56,,,8,,,
love_shack_reel_du.krn.B_scale_dist_dur.txt,60,,,32,,,42,,,32,,56,,,20,,,14,,,
macarthur_road.krn.B_scale_dist_dur.txt,104,,,36,,,40,,,,,36,,,36,,,,,,
macarthur_road_alternate_B.krn.B_scale_dist_dur.txt,106,,,48,,,22,,,16,,32,,,30,,,,,,
mackilmoyle.krn.B_scale_dist_dur.txt,28,,,40,,,36,,,40,16,56,,,4,,,36,,,
macleods_farewell.krn.B_scale_dist_dur.txt,62,,,40,,,50,,,6,,56,,,38,,,,,,
mad_dan.krn.B_scale_dist_dur.txt,96,,,16,,,28,,,8,,76,,,28,,,4,,,
mad_river.krn.B_scale_dist_dur.txt,76,,,38,,,40,,,8,,36,,,32,,,26,,,
mad_river_alternate_b.krn.B_scale_dist_dur.txt,76,,,32,,,40,,,4,,40,,,60,,,4,,,
maghera_moutain.krn.B_scale_dist_dur.txt,58,,,36,,,28,,,46,,8,,,,20,,,60,,
magnolia_one-step.krn.B_scale_dist_dur.txt,64,,,32,,,52,,,,,48,,,48,,,16,,,
magpie.krn.B_scale_dist_dur.txt,68,,,24,,,20,,,12,,44,,,36,,,44,,,
magyarific.krn.B_scale_dist_dur.txt,62,,,42,,,16,,,22,,14,,,14,,,,22,,
maid_in_the_meadow.krn.B_scale_dist_dur.txt,74,,,20,,,36,,,,,36,,,20,,,4,,,
maids_of_castlebar.krn.B_scale_dist_dur.txt,56,,,46,,,38,,,36,4,32,,,24,,,20,,,
maison_de_glace.krn.B_scale_dist_dur.txt,78,,,32,,,40,,,16,,12,,,,,,6,8,,
marcel_martin.krn.B_scale_dist_dur.txt,84,,,36,,,28,,,,,32,,,44,,,32,,,
march_of_st_timothy.krn.B_scale_dist_dur.txt,50,,,34,,,34,,,26,,80,,,14,,,22,,,
marche_de_queteux_pomerleau.krn.B_scale_dist_dur.txt,52,,,58,,,86,,,32,,20,,,,,,8,,,
marche_des_eleves.krn.B_scale_dist_dur.txt,18,,,8,,,36,,,40,,52,,,26,,,,12,,
margots_surprise.krn.B_scale_dist_dur.txt,66,,,56,,,36,,,12,16,44,,,8,4,,12,,,
marie_sauce_ton_pain.krn.B_scale_dist_dur.txt,44,,,44,,,80,,,36,,20,,,24,,,12,,,
mariposa.krn.B_scale_dist_dur.txt,46,,,44,,,22,,,2,,22,,,88,,,,,,
mark_mcloughlins_reel.krn.B_scale_dist_dur.txt,16,,,40,,,32,,,60,4,92,,,4,,,8,,,
market_town.krn.B_scale_dist_dur.txt,36,,,12,,,36,,,20,,44,,,40,,,6,,,
marmotteuse.krn.B_scale_dist_dur.txt,78,,,56,,,48,,,8,,8,,,,4,,,52,,
martha_campbell.krn.B_scale_dist_dur.txt,76,,,40,,,76,,,8,,28,,,24,,,,,,
martin_rillys.krn.B_scale_dist_dur.txt,56,,,36,,,80,,,8,,40,,,24,,,12,,,
mary_anns_reel.krn.B_scale_dist_dur.txt,38,,,24,,,22,,,4,6,76,,,30,,,30,,,
mary_anns_reel_alternate_B_chords.krn.B_scale_dist_dur.txt,34,,,24,,,22,,,4,6,76,,,30,,,30,,,
mary_claire.krn.B_scale_dist_dur.txt,62,,,40,,,62,,,16,,44,,,12,,,20,,,
