Tune_name,do,re,me,mi,fa,fi,so,la,le,te,ti,Other
sally_was_a_poor_girl.krn.diss_A.txt,4,36,,,,,,22,,,6,
salt_river.krn.diss_A.txt,,28,,8,24,,,,,28,,
salty_river_reel.krn.diss_A.txt,8,48,,8,4,,,12,,,,
salvation.krn.diss_A.txt,20,16,,24,,,,16,,,24,
sandy_boys.krn.diss_A.txt,,8,,8,12,,,,,48,,
sandy_macintyres_trip_to_boston.krn.diss_A.txt,12,,,10,4,,,18,,,,
sandy_river_belles.krn.diss_A.txt,,28,,4,,,4,28,,,,
sarah_armstrongs_tune.krn.diss_A.txt,,24,,4,4,,,16,,,4,
sarahs_jig.krn.diss_A.txt,,8,,10,16,,,2,,,10,
saratoga_hornpipe.krn.diss_A.txt,4,12,,12,6,12,4,8,,,8,
saturday_at_the_market.krn.diss_A.txt,12,36,,20,4,,,28,,,8,
saturday_night_breakdown.krn.diss_A.txt,4,16,,20,6,,4,12,,,,
saut_du_lapin.krn.diss_A.txt,,8,,24,24,,,24,,,8,
sauvagine_reel_de.krn.diss_A.txt,12,16,,36,,,4,8,,,8,
scarce_o_tatties.krn.diss_A.txt,4,,,,,,16,12,,16,,
scars_and_tattoos.krn.diss_A.txt,8,16,,,14,,8,16,,,16,
scatter_the_mud.krn.diss_A.txt,8,28,,,4,,4,,,4,,
sceachog_reel_of.krn.diss_A.txt,12,,,16,,,28,20,,,2,4
sceachog_reel_of_alternate.krn.diss_A.txt,12,14,,18,,,28,12,,,,
scholar.krn.diss_A.txt,4,34,,24,42,,,4,,8,,
scollays_reel.krn.diss_A.txt,,16,12,,36,,,,12,,,
scotty_oneil.krn.diss_A.txt,,8,,8,18,,8,4,,,16,
seamus_cooleys.krn.diss_A.txt,16,10,,12,4,,12,16,,,,
sean_ryans_jig.krn.diss_A.txt,4,18,2,,16,,8,,,16,,
seanamhac_tube_station.krn.diss_A.txt,4,20,,,16,,12,8,,20,,
seanbhean_na_gcartain.krn.diss_A.txt,8,8,,8,16,,6,,,,,
seeking_turf.krn.diss_A.txt,20,8,4,,24,,,,,8,,
semeur_reel.krn.diss_A.txt,4,8,,4,24,,,8,,,12,
seneca_square_dance.krn.diss_A.txt,4,40,,4,12,,,4,,,,
sergeant_earlys_dream.krn.diss_A.txt,12,24,20,,4,,,,,8,,
set_americain.krn.diss_A.txt,8,32,8,,28,,4,,16,20,,
sevens.krn.diss_A.txt,,30,14,,14,,6,,,30,,
shaalds_o_foula_da.krn.diss_A.txt,16,20,,8,,,4,22,,,4,
shady_grove.krn.diss_A.txt,,12,,4,12,,4,52,,,,
shakin_down_the_acorns.krn.diss_A.txt,14,16,,8,16,,,,,40,,
shamrocks_in_the_galax.krn.diss_A.txt,4,28,4,,8,,,,,40,,
she_says_shes_confused.krn.diss_A.txt,4,8,8,,8,,,,4,24,,
sheehans.krn.diss_A.txt,8,4,,32,8,,8,8,,,4,4
sheepskin_and_beeswax.krn.diss_A.txt,,24,,,,,40,32,,16,,
sheilah_coyles.krn.diss_A.txt,4,,,8,4,,12,12,,,,
shenandoah_falls.krn.diss_A.txt,8,30,,22,14,,,12,,,,
sherbruns_breakdown.krn.diss_A.txt,6,12,,18,4,,6,14,,,2,
shoes_and_stockings.krn.diss_A.txt,8,4,,16,4,,,8,,,,
shoo_fly.krn.diss_A.txt,,,,4,,,,44,,,2,
shove_that_pigs_foot_a_little_further_in_the_fire.krn.diss_A.txt,8,26,,20,4,,,24,,,,
shuffle_about.krn.diss_A.txt,8,,,14,8,,,12,,,8,
siamoise_le_reel_des.krn.diss_A.txt,16,16,,16,12,,,12,,,,
sidereal_shuffle.krn.diss_A.txt,,36,,8,,,4,28,,,,
silver_spear.krn.diss_A.txt,8,24,,8,,,8,20,,,4,
silver_spire.krn.diss_A.txt,8,32,,4,,,,,,,8,
simple_tune.krn.diss_A.txt,8,,,12,10,,,16,,,,
skippin_cat.krn.diss_A.txt,8,4,,12,42,,4,8,,4,4,
skippingham.krn.diss_A.txt,8,8,,,12,,,8,,,8,
sleeping_lulu.krn.diss_A.txt,4,28,,16,,,16,26,,,14,
sleepy-eyed_john.krn.diss_A.txt,,4,,4,4,,8,16,,,,
sligo_creek.krn.diss_A.txt,8,,8,,22,,8,,,,,
sligo_maid.krn.diss_A.txt,16,28,4,,24,,12,8,,16,,
slippery_kate.krn.diss_A.txt,4,24,20,,24,24,8,,,8,4,
snake_river_reel.krn.diss_A.txt,8,16,,8,10,,,28,,,,
snow_on_valafield.krn.diss_A.txt,,26,,,24,,,16,,12,,
snowbird_on_the_ashbank.krn.diss_A.txt,4,4,,4,32,,,20,,,,
soiree_chez_alcide.krn.diss_A.txt,2,24,,11,,,,6,,,14,
sonny_brogans.krn.diss_A.txt,,,,,4,,12,12,,20,,
southwest_bridge.krn.diss_A.txt,12,20,4,,8,,12,,,18,,
spadookis.krn.diss_A.txt,12,18,,,,,,6,,,,
spandy.krn.diss_A.txt,,20,,4,12,,,28,,,,
sparkle_of_starlight.krn.diss_A.txt,64,60,,12,,,,,,,,
speed_the_plow.krn.diss_A.txt,4,8,,8,,,16,,,,8,
split_rock.krn.diss_A.txt,36,16,,,4,,16,,,8,,
spootiskerry.krn.diss_A.txt,20,16,,28,,,12,34,,,,
sporting_paddy.krn.diss_A.txt,22,,,,18,,,8,,,,
springfield_girl.krn.diss_A.txt,4,24,,16,,,4,8,,,,
stan_chapmans_jig.krn.diss_A.txt,8,,,12,,,8,30,,,,
star_above_the_garter.krn.diss_A.txt,4,8,,22,6,,,4,,,4,
star_of_munster.krn.diss_A.txt,8,24,4,,16,,8,16,,8,,
stay_all_night.krn.diss_A.txt,12,10,,12,16,,,20,,,,
steeplechase.krn.diss_A.txt,,32,,4,4,,4,16,,,4,
step_around_johnny.krn.diss_A.txt,12,12,,4,8,,,16,,,16,
stones_rag.krn.diss_A.txt,16,10,,12,2,,4,26,,6,,
stool_of_repentance.krn.diss_A.txt,,,,4,,,12,16,,,12,4
string_of_trucks.krn.diss_A.txt,24,16,8,,,,8,,,,,
string_theory.krn.diss_A.txt,8,18,4,,8,,20,,,8,,
struggling_heart.krn.diss_A.txt,12,12,16,,4,,12,,,4,,
such_a_boychick.krn.diss_A.txt,2,6,10,,32,,,,14,10,,2
sugar_hill.krn.diss_A.txt,,52,,,,,4,22,,,,
surveyors_reel.krn.diss_A.txt,8,28,,4,,4,,,,,12,
susanbirds_of_wendell.krn.diss_A.txt,,28,,16,,,4,8,,,,
swing_away.krn.diss_A.txt,12,,,8,54,,,4,,,16,
swing_your_partner.krn.diss_A.txt,,8,,,12,10,,15,,,13,
swingin_in_a_leisure_suit.krn.diss_A.txt,4,16,,20,4,,8,20,,,,
taggarts_reel_3.krn.diss_A.txt,20,,,24,12,,,4,,,4,
taking_care_of_mom.krn.diss_A.txt,8,10,,10,,,,,,,,
tamlin.krn.diss_A.txt,8,8,4,,8,,,,,22,,
tamlin_alternate_version.krn.diss_A.txt,8,4,4,,4,,,,,4,,
tar_road_to_sligo.krn.diss_A.txt,,2,,4,16,,,12,,,20,
tartar_frigate.krn.diss_A.txt,8,24,,,24,,4,,,26,,
tater_patch.krn.diss_A.txt,4,12,,4,4,,32,4,,40,,
tatter_jack_walsh.krn.diss_A.txt,20,10,,20,20,,8,8,,,4,
telephone_tune.krn.diss_A.txt,4,22,,18,8,,,8,,,,
terrebonne_depot.krn.diss_A.txt,8,12,,32,,,16,24,,,,4
terwilliger_tempo.krn.diss_A.txt,12,14,,16,,,20,32,,,,
teviot_bridge.krn.diss_A.txt,,4,,12,8,,4,4,,,,
thats_right_too.krn.diss_A.txt,4,42,,12,,,,,,,4,
through_the_gates.krn.diss_A.txt,4,26,,16,,,10,16,,,,
ti-be_reel.krn.diss_A.txt,4,8,,20,22,8,,12,,,24,
ti-jean_reel_a.krn.diss_A.txt,12,16,,8,4,,4,22,,,6,
timberline.krn.diss_A.txt,4,,,,8,,16,,,,16,
timmy_cliffords.krn.diss_A.txt,8,,,4,4,,,16,,,,
tipsy_sailor.krn.diss_A.txt,8,,,,16,,8,,4,2,,
tom_billys_reel.krn.diss_A.txt,4,32,,8,16,,,4,,,,
tom_morrisons_reel.krn.diss_A.txt,20,4,,6,4,,4,16,,,8,
tom_reillys.krn.diss_A.txt,4,12,8,,38,,10,,,16,,
tomahawk.krn.diss_A.txt,4,8,,,32,,,24,,,,
tommy_mulhaires_jig.krn.diss_A.txt,8,,4,,16,,12,,,28,,
tommys_tarbukas.krn.diss_A.txt,8,,,,20,,8,,,,,
tongadale_reel.krn.diss_A.txt,4,42,4,,4,,14,,,,,
tonras_jig.krn.diss_A.txt,,16,,20,,,,24,,,,
too_young_to_marry.krn.diss_A.txt,,16,,8,22,,,16,,,,
top_of_cork_road.krn.diss_A.txt,,12,,4,8,,,8,,,,
torn_jacket.krn.diss_A.txt,8,28,,,8,,,8,,,,
tourment.krn.diss_A.txt,4,12,,16,,,20,,,,18,
tracys_turn.krn.diss_A.txt,8,12,,16,,,12,22,,,,
trip_to_athlone.krn.diss_A.txt,8,,,,12,,4,18,,8,8,
trip_to_ballyshannon.krn.diss_A.txt,12,12,,12,,,8,20,,,,
trip_to_sligo.krn.diss_A.txt,4,24,8,,4,,12,,4,6,,
trip_to_windsor.krn.diss_A.txt,8,4,,12,,,16,24,,,16,
tripping_up_the_stairs.krn.diss_A.txt,,16,,,,,4,16,,,,
troll_soup.krn.diss_A.txt,16,,12,,20,,4,,,16,,4
trombone_rag.krn.diss_A.txt,2,20,,16,4,,6,5,,,11,
tuque_bleue_la.krn.diss_A.txt,,18,,,16,,,8,,,,
turkey_in_the_peapatch.krn.diss_A.txt,,16,,16,20,,,12,,,,
turlute_a_lisan_hubert.krn.diss_A.txt,16,4,,16,,,,,,,,
turning_of_the_tide.krn.diss_A.txt,24,18,12,,20,,,,8,16,,
tushkar_da.krn.diss_A.txt,4,6,,8,8,,8,16,,,8,
tuttles.krn.diss_A.txt,4,36,,,16,,8,4,,12,,
twenty_eighth_of_january.krn.diss_A.txt,12,16,,,4,,12,,,20,,
twenty_fourth_juin_le_alternate.krn.diss_A.txt,,20,12,,24,,4,,8,,4,6
twin_sisters.krn.diss_A.txt,,20,,8,,,8,2,,,,
two_wide_nickels.krn.diss_A.txt,16,24,4,4,12,,4,16,,8,,
uncle_bobs_boogie.krn.diss_A.txt,8,,4,,12,,4,,,56,,
union_street_jig.krn.diss_A.txt,8,16,,4,2,,,4,,,14,
union_street_session.krn.diss_A.txt,12,,,8,20,,8,,,,2,
up_downey.krn.diss_A.txt,8,24,12,,24,,,,,4,,
up_sligo.krn.diss_A.txt,,,8,,8,,12,4,,6,,
up_south.krn.diss_A.txt,32,12,,24,,,8,8,,,20,
up_the_river.krn.diss_A.txt,,4,,16,5,,8,4,,,20,
up_the_steep_pitch.krn.diss_A.txt,4,4,2,2,12,,2,18,,,14,
valley_forge.krn.diss_A.txt,28,,,,,,18,32,,,8,
valleyfield_reel_de.krn.diss_A.txt,4,4,,12,,,8,,,,,
virginia_reel.krn.diss_A.txt,,24,,12,,,36,12,,,,
vladimirs_steamboat.krn.diss_A.txt,12,,,4,44,,8,8,,16,,
volunteer.krn.diss_A.txt,8,32,,16,,,,24,,,,
wagner.krn.diss_A.txt,4,24,,4,,,12,12,,,,
wagon_wheel.krn.diss_A.txt,4,8,,,,,,37,,,13,
wagoner_one_step.krn.diss_A.txt,4,12,,,14,,,44,,,,
waiting_for_nancy.krn.diss_A.txt,4,28,,32,,,4,48,,,4,
wake_up_to_cape_breton.krn.diss_A.txt,20,16,,,4,,16,1,,,,2
waldo.krn.diss_A.txt,8,16,,8,,,,18,,,,
walk_home.krn.diss_A.txt,32,12,,14,8,,,4,,,4,
walk_up_georgia_row.krn.diss_A.txt,,32,,14,6,,,12,,,,
walker_street.krn.diss_A.txt,4,16,,20,8,,8,8,,,,
walking_in_my_sleep.krn.diss_A.txt,8,8,,12,,,,16,,,4,
washingtons_march.krn.diss_A.txt,20,16,,,24,,8,8,,8,,
watermill.krn.diss_A.txt,20,8,,16,20,,,8,,,4,
waynesboro.krn.diss_A.txt,24,24,,16,,,4,28,,,8,
weighing_anchor.krn.diss_A.txt,,,,,8,,8,8,,,,
western_country.krn.diss_A.txt,,32,,,,,,36,,,,
wheels_of_the_world.krn.diss_A.txt,8,12,4,,12,,,8,,12,,
whelans_old_sow.krn.diss_A.txt,8,,,40,8,,10,2,,,,
when_sick_is_it_tea_you_want.krn.diss_A.txt,8,,,,8,,,26,,,12,
white_buffalo.krn.diss_A.txt,12,16,8,,20,,,,4,30,,
white_petticoat.krn.diss_A.txt,4,8,,,18,,,,20,8,,
white_river_bottoms.krn.diss_A.txt,12,,,4,4,,,4,,8,,
wild_hog_in_the_woods.krn.diss_A.txt,12,8,,8,4,,,28,,,8,
wild_one.krn.diss_A.txt,16,12,8,,20,,8,,,4,,
willafjord.krn.diss_A.txt,8,,,12,12,,,8,,,,
willie_colemans.krn.diss_A.txt,4,16,,16,,,8,20,,,,
willys_jig.krn.diss_A.txt,,8,,,4,,12,8,,,,
wing_commander_donald_mackenzies_reel.krn.diss_A.txt,4,18,,16,,,40,9,,,9,
winter_at_pemaquid_light.krn.diss_A.txt,4,8,,,32,,20,,,,,
wissahickon_drive.krn.diss_A.txt,4,28,,4,,,8,26,,,4,
with_ourselves.krn.diss_A.txt,12,12,,,,,8,2,,14,,
wizards_walk.krn.diss_A.txt,4,12,10,,10,,10,4,6,8,,
woodcock.krn.diss_A.txt,4,4,,8,12,,4,,,,,
woodridge_breakdown.krn.diss_A.txt,8,8,,4,8,,20,24,,,8,
woofin_the_cat.krn.diss_A.txt,4,36,,8,,,8,,,,,
yankee_dancers.krn.diss_A.txt,4,16,,8,,,,16,,,4,
yellow_barber.krn.diss_A.txt,16,20,,24,12,,4,28,,,4,
you_married_my_daughter_but_yet_you_didnt.krn.diss_A.txt,8,8,,12,2,,,12,,,16,
young_widow.krn.diss_A.txt,,24,,8,16,,8,,,,4,
zinnias_favorite.krn.diss_A.txt,,20,,4,8,,,18,,,,
