Tune_name,do,re,me,mi,fa,fi,so,la,le,te,ti,Other
hulls_reel_alternate.krn.diss_A.txt,4,12,,10,16,,12,30,,,,
humours_of_ballinafauna.krn.diss_A.txt,8,16,,,8,,,4,,10,,
hundred_pipers.krn.diss_A.txt,4,6,,8,,,,8,,,,
hungry_rocks.krn.diss_A.txt,2,14,6,,20,,5,,2,38,,
hunters_house.krn.diss_A.txt,8,10,,,24,,,4,,,,
hunting_the_buffalo.krn.diss_A.txt,,44,,,,,12,16,,,8,
hut_on_staffin_island.krn.diss_A.txt,14,24,,,2,,4,14,,,8,
i_buried_my_wife_and_danced_on_her_grave.krn.diss_A.txt,,8,,,12,,8,8,,8,,
i_get_my_whiskey_from_rockingham.krn.diss_A.txt,4,16,,8,4,,,20,,,,
ice_on_the_road.krn.diss_A.txt,,,,,,,,24,,20,2,
ice_on_the_road_alternate.krn.diss_A.txt,,24,8,,24,,,16,16,14,,
idlewild_jig.krn.diss_A.txt,4,8,,12,,,16,8,,,8,
iggie_and_squiggie.krn.diss_A.txt,4,28,,4,16,,4,16,,,4,
indian.krn.diss_A.txt,,4,,8,18,,,,,,,
indian_point.krn.diss_A.txt,10,18,4,,22,,8,,,8,,
ingonish.krn.diss_A.txt,,12,4,,2,,8,8,,,,
irishmans_heart_to_the_ladies.krn.diss_A.txt,8,24,,12,,,,16,,,,
iron_curtain_breakdown.krn.diss_A.txt,16,20,,4,,,,,,18,,
iron_mountain.krn.diss_A.txt,16,16,,12,12,,4,,,,,
j_b_milne.krn.diss_A.txt,4,8,2,6,30,2,,13,,,6,
jack_daniels_reel.krn.diss_A.txt,,,,16,,,4,18,,,2,
jack_delad.krn.diss_A.txt,8,8,,,,,,14,,,,
jackie_colemans.krn.diss_A.txt,20,16,,4,,,,22,,,,
jacksons_jig.krn.diss_A.txt,4,8,,4,14,,8,,,,8,
jacksons_morning_brush.krn.diss_A.txt,12,24,,16,12,,,,,,,
jacky_tar.krn.diss_A.txt,12,20,4,,4,,8,,4,10,,
jamie_allen.krn.diss_A.txt,,14,,20,20,,,,,,,
janet_beaton_jig.krn.diss_A.txt,,5,,4,16,,,8,,,,
jeff_city.krn.diss_A.txt,4,28,,4,16,,,24,,,,
jefferson_road.krn.diss_A.txt,4,26,,12,,,8,60,,,,6
jerry_and_tom.krn.diss_A.txt,8,16,,,,,4,2,,,8,
jersey_lightning.krn.diss_A.txt,4,8,16,,24,,16,,,,,
jig_in_a.krn.diss_A.txt,,16,,8,4,,8,,,,,
jigermyster.krn.diss_A.txt,,24,,12,,,16,4,,,12,
jimmy_in_the_swamp.krn.diss_A.txt,,60,,8,,,,12,,,16,
jims_jig.krn.diss_A.txt,8,20,,8,,,,28,,,,
joanies_jig.krn.diss_A.txt,,12,,8,20,,,8,,,,4
john_bowes.krn.diss_A.txt,20,8,,16,12,,12,4,,,12,
john_browns_dream.krn.diss_A.txt,,12,,8,20,,,20,,,,
john_browns_march.krn.diss_A.txt,,8,,16,8,,8,17,,,3,
john_campbells_trip_to_port_townsend.krn.diss_A.txt,4,,,4,,,8,24,,,24,
john_hardy.krn.diss_A.txt,4,16,,,8,,,12,,12,,
john_howatts.krn.diss_A.txt,8,2,,16,38,,8,4,,,8,
john_naughtons_jig.krn.diss_A.txt,8,12,,,16,,,6,,14,,
john_rawl_jamieson.krn.diss_A.txt,20,16,,8,4,,4,20,,,16,
john_sharps_hornpipe.krn.diss_A.txt,24,,,20,20,,,24,,,8,
john_stensons_2.krn.diss_A.txt,12,22,,20,4,,4,16,,,,
johnny_cope.krn.diss_A.txt,8,20,,8,4,,,12,,,,
johnny_johnny_dont_get_drunk.krn.diss_A.txt,4,8,,12,16,,16,,,,16,
johnny_wilmots_jig.krn.diss_A.txt,4,16,,8,4,,,4,,,,
johnson_girl.krn.diss_A.txt,4,24,,12,,,,16,,,4,
joseph_reel.krn.diss_A.txt,14,12,,10,8,,,7,,,4,
joys_of_my_life.krn.diss_A.txt,12,20,,16,,,4,16,,,,
jules_verret.krn.diss_A.txt,20,12,,20,8,,20,16,,,8,
julia_delaney.krn.diss_A.txt,16,16,,,16,,,,,16,16,
julia_delaney_alternate_chords.krn.diss_A.txt,20,40,20,,8,,8,,,16,16,
juliann_johnson.krn.diss_A.txt,,40,,,4,,4,16,,,,
jump_at_the_sun.krn.diss_A.txt,,,4,,8,32,8,,,,,
june_apple.krn.diss_A.txt,,32,,4,16,,8,,,,,
juniper_jig.krn.diss_A.txt,,,,4,4,,8,4,,,8,
kaley_ambers.krn.diss_A.txt,12,4,,4,,,16,,,,4,
kansas_city_reel.krn.diss_A.txt,,8,,12,,,,44,,,8,
kate_and_roses.krn.diss_A.txt,16,,4,,16,,,,,8,,
kathy_seuberts_jig.krn.diss_A.txt,8,20,,4,,,8,8,,,,
kentucky_one-step.krn.diss_A.txt,8,,,4,16,,,16,,,,
kerfunten.krn.diss_A.txt,4,8,,4,,,,16,,,8,
kesh_jig.krn.diss_A.txt,4,8,,16,,,12,8,,,,
kiss_the_bride.krn.diss_A.txt,,22,,,4,,8,14,,,8,
kitchen_jig.krn.diss_A.txt,8,4,,,16,,,8,,,,
kittens_on_catnip.krn.diss_A.txt,4,,,4,16,,12,16,,,,2
kitty_mcgee.krn.diss_A.txt,4,8,,8,,,,,,,,
klezmer_kerry_polka1.krn.diss_A.txt,16,32,4,,8,,4,,,,,4
knockdhu_reel.krn.diss_A.txt,8,4,,,16,,20,8,,16,,
koehlers_hornpipe.krn.diss_A.txt,12,16,,4,4,,8,17,,,17,
korolenko_1st_part.krn.diss_A.txt,12,4,,20,,,,8,,,8,
labyrinth.krn.diss_A.txt,32,8,20,,4,,,,,,,
lads_of_dunse.krn.diss_A.txt,12,16,,4,,,8,2,,,8,
lads_of_laois.krn.diss_A.txt,13,10,,,4,,6,3,,9,,
lady_ann_montgomery.krn.diss_A.txt,8,,,12,,,12,24,,,4,
lady_of_the_lake.krn.diss_A.txt,,24,,26,22,,4,,,,,
lady_of_the_lake2.krn.diss_A.txt,12,28,,12,4,,,4,,,8,
lady_of_the_lake3.krn.diss_A.txt,24,20,,12,22,,,20,,,,
lady_slipper_reel.krn.diss_A.txt,16,8,,4,,,,24,,,,
lady_walpoles_reel.krn.diss_A.txt,12,4,,16,16,,4,12,,,8,
laingtons_reel.krn.diss_A.txt,4,2,,4,,,4,28,,,,
lake_erie.krn.diss_A.txt,16,22,,8,8,,12,,,,4,
lark_on_the_strand.krn.diss_A.txt,8,,,24,,,8,8,,,,
last_chance.krn.diss_A.txt,40,,4,,4,,20,,,,,
laurie_in_f.krn.diss_A.txt,,16,,,16,,8,8,,,12,
leake_county_two_step.krn.diss_A.txt,8,4,,4,16,,,8,,,4,
leaping_lulu.krn.diss_A.txt,4,22,,,4,,,,,2,,
leaping_lulu_alternate.krn.diss_A.txt,,24,4,,4,,,6,4,,,
lennons_no_4.krn.diss_A.txt,,,,10,9,,10,5,,,,2
levantines_barrel.krn.diss_A.txt,,22,,4,4,8,,8,,,,
levis_beaulieu.krn.diss_A.txt,20,16,,12,14,,,4,,,,
lievre_reel_du.krn.diss_A.txt,,4,,,24,,,,,8,,
lisnagun_jig.krn.diss_A.txt,8,24,,16,,,20,12,,,,
little_daisy.krn.diss_A.txt,4,32,,,,,8,24,,,,
little_donald_in_the_pigpen.krn.diss_A.txt,8,,,8,,,16,,,,,
little_dutch_girl.krn.diss_A.txt,,20,,,8,,,56,,,,
little_judique.krn.diss_A.txt,,4,,12,36,8,,8,,,4,
little_katie_taylor.krn.diss_A.txt,16,24,,16,12,,12,2,,,8,
little_nell.krn.diss_A.txt,,28,,4,4,,4,30,,,10,
live_oak.krn.diss_A.txt,8,16,,4,,,10,,,,12,
liza_jane.krn.diss_A.txt,,16,,,,,4,46,,,,
liza_rose.krn.diss_A.txt,12,16,,4,12,,,4,,,8,
lizzy_in_the_lowground.krn.diss_A.txt,16,20,,36,,,12,32,,,6,
log_cabin.krn.diss_A.txt,16,8,,12,16,,8,24,,,16,
long_drop.krn.diss_A.txt,,16,,44,4,,16,20,,,,
long_hot_shower.krn.diss_A.txt,,8,,4,4,,,4,,24,,
longford_collector.krn.diss_A.txt,4,16,,12,,,8,26,,,12,
lord_mayo.krn.diss_A.txt,4,24,,,12,,,12,,20,,
lost_everything.krn.diss_A.txt,,68,,,,,28,,,,,
lost_girl.krn.diss_A.txt,16,24,,28,,,,8,,,8,
love_shack_reel_du.krn.diss_A.txt,24,12,,12,12,,,12,,,,
macarthur_road.krn.diss_A.txt,16,24,,16,,,4,18,,,,
macarthur_road_alternate_B.krn.diss_A.txt,16,24,,16,,,4,18,,,,
mackilmoyle.krn.diss_A.txt,20,,,8,4,,,8,,8,,
macleods_farewell.krn.diss_A.txt,20,20,,10,,,4,22,,,,
mad_dan.krn.diss_A.txt,8,12,,8,4,,,28,,,,
mad_river.krn.diss_A.txt,4,32,,8,8,,,24,,,8,
mad_river_alternate_b.krn.diss_A.txt,4,32,,8,8,,,24,,,8,
maghera_moutain.krn.diss_A.txt,4,40,,,26,,,,,12,8,
magnolia_one-step.krn.diss_A.txt,12,24,,8,,,8,20,,,,
magpie.krn.diss_A.txt,,12,,8,10,,,8,,,,
magyarific.krn.diss_A.txt,2,30,6,,12,,4,,4,10,,
maid_in_the_meadow.krn.diss_A.txt,24,6,,8,,,,8,,,4,
maids_of_castlebar.krn.diss_A.txt,8,16,,16,4,,4,24,,,8,
maison_de_glace.krn.diss_A.txt,,8,,4,4,,2,4,,,6,
marcel_martin.krn.diss_A.txt,,18,,8,12,,8,,,,16,
march_of_st_timothy.krn.diss_A.txt,14,4,,6,10,,,8,,,4,
marche_de_queteux_pomerleau.krn.diss_A.txt,,36,,,,8,8,7,,,1,
marche_des_eleves.krn.diss_A.txt,12,,8,,18,,20,,8,14,,
margots_surprise.krn.diss_A.txt,,32,20,,4,4,4,,4,,22,4
marie_sauce_ton_pain.krn.diss_A.txt,,16,,8,8,,16,32,,,,
mariposa.krn.diss_A.txt,4,36,,12,8,,,8,,,,
mark_mcloughlins_reel.krn.diss_A.txt,,4,,8,4,,8,28,,,2,
market_town.krn.diss_A.txt,,8,,4,16,,,18,,,,
marmotteuse.krn.diss_A.txt,16,8,8,,20,,16,,,14,,12
martha_campbell.krn.diss_A.txt,24,12,,28,4,,,32,,,,
martin_rillys.krn.diss_A.txt,8,16,,8,,,,,,,2,
mary_anns_reel.krn.diss_A.txt,4,12,,,22,,,8,,,,2
mary_anns_reel_alternate_B_chords.krn.diss_A.txt,4,12,,,22,,,8,,,,2
mary_claire.krn.diss_A.txt,4,3,,,2,8,24,,,,4,
mary_devlins.krn.diss_A.txt,,,16,,2,,,,,24,,4
masons_apron.krn.diss_A.txt,8,24,,16,4,,4,28,,,2,
mattawa_reel_de.krn.krn.diss_A.txt,16,26,4,,14,,16,8,,20,,
maxime_leblanc.krn.diss_A.txt,16,12,8,,16,,8,,,8,,
mcduggles_reel.krn.diss_A.txt,8,8,,16,,,16,24,,,4,
mclenons_reel.krn.diss_A.txt,16,,,,8,,,,,,,
meeting_of_the_waters.krn.diss_A.txt,,12,,14,14,,,4,,,4,
megajig.krn.diss_A.txt,8,6,18,,4,,,,,30,,
menage_a_quatre_bouree_no_3.krn.diss_A.txt,,8,40,,24,,4,,,,,
menteries_le_reel_des.krn.diss_A.txt,16,4,,12,12,,,,,,,
merriweather.krn.diss_A.txt,12,28,,4,,,,16,,,4,
merry_scotchman_breakdown.krn.diss_A.txt,8,,4,,16,,8,30,,2,,
merryns_reel.krn.diss_A.txt,8,12,,16,12,,8,,,,,
millbrae.krn.diss_A.txt,8,,,8,12,,16,6,,,8,
millbrae_alternate_chords.krn.diss_A.txt,8,,,12,8,,16,6,,,8,
millers_maggot.krn.diss_A.txt,8,4,,,36,,4,,,12,,
millers_reel.krn.diss_A.txt,12,,,24,4,,4,4,,,8,
millers_reel3.krn.diss_A.txt,,22,,8,4,4,24,16,,,16,
miss_barkers.krn.diss_A.txt,,12,,4,26,,4,24,,,4,
miss_gaytons_hornpipe.krn.diss_A.txt,12,,,,14,8,,8,,,20,
miss_macpherson_grants_jig-of_ballindalloch.krn.diss_A.txt,6,8,,12,6,,2,6,,,4,
miss_mcclouds.krn.diss_A.txt,4,20,,14,,,12,12,,,,
miss_monaghans.krn.diss_A.txt,4,8,,24,,,16,20,,,16,
miss_murray_of_lintrose.krn.diss_A.txt,8,12,,,26,,,,,,,
miss_shepherds_reel.krn.diss_A.txt,8,24,,,24,,,8,,8,,
miss_thompsons.krn.diss_A.txt,4,16,,4,8,,,8,,,12,
miss_thorntons.krn.diss_A.txt,4,16,,16,4,,8,8,,,12,
mississippi_sawyer.krn.diss_A.txt,,12,,8,18,,8,8,,,4,
mist_covered_mountains.krn.diss_A.txt,16,8,,,12,,,,,8,,
mollys_graduation.krn.diss_A.txt,,24,4,,48,,,6,8,6,,
monas.krn.diss_A.txt,,26,,12,16,,8,8,,,10,
money_in_both_pockets.krn.diss_A.txt,,16,,4,,,4,,,,2,
monique_at_the_anvil.krn.diss_A.txt,12,18,8,,8,,8,,8,4,,
monique_at_the_anvil_alternate_chords.krn.diss_A.txt,12,18,12,,16,,8,,8,4,,
montebello_reel_de.krn.diss_A.txt,12,28,8,,16,,4,,2,,,
montreal_reel_de.krn.diss_A.txt,4,16,,8,16,,,16,,,16,
moon_and_seven_stars.krn.diss_A.txt,8,8,,12,8,,8,4,,,8,
moon_behind_the_hill.krn.diss_A.txt,4,2,,8,14,,,12,,,2,
moorit_lamb.krn.diss_A.txt,,4,,8,6,,8,,,,,
morin_farm_jig.krn.diss_A.txt,4,8,,4,14,,,14,,,2,
morrisons_jig.krn.diss_A.txt,4,4,4,,8,,,8,,4,,
mortgage_burn.krn.diss_A.txt,20,22,,16,,,4,20,,,,
moses_hoe_the_corn.krn.diss_A.txt,4,24,,16,,,,20,,8,10,
mothers_delight.krn.diss_A.txt,,14,4,,8,,8,12,,12,4,
mouse_in_the_kitchen.krn.diss_A.txt,4,4,,8,18,,4,4,,,,
moving_cloud.krn.diss_A.txt,16,8,,28,,,12,16,,,,
mr_danger.krn.diss_A.txt,4,4,12,,12,,12,8,,4,,8
mrs_mcgee.krn.diss_A.txt,,,,8,4,,4,4,,,,
mrs_monroes_jig.krn.diss_A.txt,8,8,,8,12,,4,,,,16,
mrs_norman_mackeigan.krn.diss_A.txt,,20,,24,4,,8,24,,,16,
mrs_osullivans.krn.diss_A.txt,12,16,,28,,,14,,,,8,
mugs_of_brown_ale.krn.diss_A.txt,16,,,4,,,,16,,8,,
mullinavat_reel_of.krn.diss_A.txt,12,26,,,30,,4,2,2,12,,
multnomah_falls.krn.diss_A.txt,,24,4,,16,,8,,4,,,
multnomah_march.krn.diss_A.txt,20,30,,,,,4,6,,,,
munster_bacon.krn.diss_A.txt,8,8,,26,12,,8,6,,,8,
munster_buttermilk.krn.diss_A.txt,4,36,,16,,,8,8,,,,
munster_hop.krn.diss_A.txt,4,20,,28,,,8,18,,,,
music_for_a_found_harmonium.krn.diss_A.txt,32,2,,,16,,,,,4,8,16
music_in_the_glen.krn.diss_A.txt,8,16,,8,12,,4,12,,,8,
my_darling_asleep.krn.diss_A.txt,,8,,4,16,,8,,,,,
my_marianne.krn.diss_A.txt,,46,,22,6,,2,22,,,8,
myras_jig.krn.diss_A.txt,4,6,,6,,,8,22,,,,
nail_that_catfish_to_a_tree.krn.diss_A.txt,12,16,,12,8,,,12,,,,
ned_kendalls_hornpipe.krn.diss_A.txt,,4,,8,26,,8,16,,,24,
needlecase.krn.diss_A.txt,4,24,,8,34,,16,12,,,,
new_fiddle.krn.diss_A.txt,,,,4,2,,8,16,,,16,
new_five_cents.krn.diss_A.txt,,24,,4,4,,,28,,,,
new_money.krn.diss_A.txt,4,16,,24,32,4,,38,,4,6,4
new_mown_meadows.krn.diss_A.txt,,20,,,24,,12,8,,12,,
new_stove.krn.diss_A.txt,,8,,12,12,,4,6,,,,
ni_felis_gratis.krn.diss_A.txt,4,20,8,,4,,,,,4,,
nine_miles_out_of_louisville.krn.diss_A.txt,16,4,,8,16,,,24,,,16,
nine_points_of_roguery.krn.diss_A.txt,8,36,,,24,,,12,,,4,
nixons_farewell.krn.diss_A.txt,12,12,,,8,,8,2,,,8,
nord_reel_du.krn.diss_A.txt,8,,8,,16,,,,,,,
north_carolina_breakdown.krn.diss_A.txt,8,12,,12,,,8,28,,,44,
north_river_fox.krn.diss_A.txt,4,4,,20,4,,8,,,,8,4
obamas_march_to_the_white_house.krn.diss_A.txt,10,10,,14,6,,12,10,,,6,
oh_my_little_darlin.krn.diss_A.txt,,4,,,16,,4,16,,8,,
okeefes_slide.krn.diss_A.txt,16,8,,,12,,4,,,2,,
ol_bob.krn.diss_A.txt,,16,,4,,,,12,,,8,
old_copperplate.krn.diss_A.txt,8,8,4,,16,,4,8,,16,,
old_favorite.krn.diss_A.txt,,16,,12,4,,,12,,,,
old_flanagan.krn.diss_A.txt,,16,,4,,,,24,,,,
old_grey_cat.krn.diss_A.txt,8,16,4,,16,,12,12,,,,
old_grey_horse.krn.diss_A.txt,4,20,,,,,,31,,,1,
old_horse_and_buggy.krn.diss_A.txt,8,36,,4,8,,,26,,,,
old_joe.krn.diss_A.txt,,16,,20,,,4,28,,8,16,8
old_john_tate.krn.diss_A.txt,16,4,8,,20,,,,,40,,
old_man_old_woman.krn.diss_A.txt,16,4,,16,6,,,12,,,,
old_mother_flanagan.krn.diss_A.txt,4,20,,4,4,,,36,,,,
old_woman_tossed_up_in_a_blanket.krn.diss_A.txt,,44,,16,,,4,8,,,,
old_woolworths.krn.diss_A.txt,,8,,8,,4,,16,,,8,
old_yeller_dog_come_trottin_through_the_meetinghouse.krn.diss_A.txt,12,8,,4,,,,8,,,,
on_the_danforth.krn.diss_A.txt,,16,,32,8,,,,,,,
one_horned_sheep.krn.diss_A.txt,8,,,,,,,4,,,20,
onions_reel_des.krn.diss_A.txt,12,16,,16,8,,4,16,,,20,
orage_du_quebec.krn.diss_A.txt,20,24,,8,20,,,4,,,4,
orphan.krn.diss_A.txt,,12,4,,8,,8,,,16,,
other_good_host.krn.diss_A.txt,,16,,20,16,,20,,,,8,
otters_holt.krn.diss_A.txt,20,,12,,16,,16,,,20,,
out_on_the_ocean.krn.diss_A.txt,12,12,,8,,,,14,,,4,
out_on_the_ocean_alternate_chords.krn.diss_A.txt,12,28,,12,,,8,6,,,4,
out_on_the_road.krn.diss_A.txt,,20,,12,,,8,8,,,,
out_with_the_boys.krn.diss_A.txt,4,16,,8,,,,16,,,4,
over_the_causeway.krn.diss_A.txt,4,24,,4,,,,12,,,4,
oyster_river_hornpipe.krn.diss_A.txt,8,28,,8,4,,,4,,,8,
pacific_slope_hornpipe.krn.diss_A.txt,24,16,,12,8,,8,12,,8,8,
paddy_faheys_jig_1.krn.diss_A.txt,4,12,,12,12,,4,,,,14,
paddy_faheys_reel_no_1.krn.diss_A.txt,12,28,4,,16,,12,,,,8,
paddy_faheys_reel_no_3.krn.diss_A.txt,20,,,4,16,,8,,,,8,
paddy_killorans.krn.diss_A.txt,8,8,,16,4,,8,4,,,8,
paddy_on_a_handcar.krn.diss_A.txt,,32,,,8,,,8,,4,,
paddy_on_the_landfill.krn.diss_A.txt,12,20,16,,,,8,4,,12,,
paddy_on_the_landfill_alternate_chords.krn.diss_A.txt,12,20,16,,,,,4,,12,,
paddy_on_the_turnpike.krn.diss_A.txt,16,24,,12,,,16,4,,,8,
paddys_return.krn.diss_A.txt,,,,4,4,,,2,,,8,
paddys_trip_to_scotland.krn.diss_A.txt,4,12,,8,8,,8,29,,,1,
palmers_gate.krn.diss_A.txt,24,,24,,16,,12,,,4,,
pams_tune.krn.diss_A.txt,4,8,,16,,,36,24,,,,
parry_sound_reel.krn.diss_A.txt,,12,,8,10,,,12,,,8,4
party_tune.krn.diss_A.txt,8,6,,16,16,,12,20,,,2,6
pateroller.krn.diss_A.txt,,16,,,,,32,16,,16,,
patins_de_pauline.krn.diss_A.txt,12,16,,,,,4,20,,,8,
pays_de_haut.krn.diss_A.txt,,12,,24,42,,,8,,,,
peacock_rag.krn.diss_A.txt,,4,,20,6,4,4,18,,16,8,
pere_bruneau_reel_du.krn.diss_A.txt,,8,,20,12,,8,30,,,14,
pere_doiron.krn.diss_A.txt,8,,,8,24,,8,8,,32,,
pere_leon_reel_de.krn.diss_A.txt,8,16,,4,24,,,14,,,10,
petes_breakdown.krn.diss_A.txt,8,20,8,,12,,16,,,16,,
petes_march.krn.diss_A.txt,,32,,6,,,,14,,,,
petit_sarny_68_du.krn.diss_A.txt,8,18,,4,10,,,4,,,8,
phoenix.krn.diss_A.txt,16,6,,4,16,,12,4,,,,
phone_call.krn.diss_A.txt,8,34,16,,30,,,,,,,4
piedmont.krn.diss_A.txt,8,36,,24,,,4,10,,,,
pigeon_on_the_gate.krn.diss_A.txt,24,10,,,22,,,,,8,,
pikes_peak.krn.diss_A.txt,,4,,20,8,,,60,,,,
piney_woods_gal.krn.diss_A.txt,8,24,,4,,,,32,,,12,
pipe_on_the_hob.krn.diss_A.txt,8,24,,,12,,,20,,8,,
pipe_slang.krn.diss_A.txt,,8,,2,14,,,8,,32,,
plowmans_folly.krn.diss_A.txt,16,8,,32,,,,17,,,5,6
pointe_au_pic_reel_de.krn.diss_A.txt,,18,,8,6,,8,14,,,18,10
pont_de_letang_le_reel_du.krn.diss_A.txt,16,,,,16,,8,8,,,,
poor_but_happy_at_53.krn.diss_A.txt,4,12,16,,24,,8,,,6,,
poor_old_woman.krn.diss_A.txt,8,24,8,,14,,4,4,,4,,
popcorn.krn.diss_A.txt,8,8,,8,,,8,8,,,,24
portland_gypsy_reel.krn.diss_A.txt,4,14,12,,10,,,,4,,4,
possum_up_a_gum_stump.krn.diss_A.txt,4,18,,20,8,,8,8,,,12,
posties_jig.krn.diss_A.txt,4,,,12,4,,,8,,,,
pottingers_reel.krn.diss_A.txt,12,8,,12,8,,4,,,,4,
premiere_partie_de_quadrille.krn.diss_A.txt,2,14,,6,4,2,4,16,,,12,
pretty_peggy.krn.diss_A.txt,12,12,,4,4,,8,,,,,
pride_of_cluinte.krn.diss_A.txt,4,38,,12,,,4,12,,,4,
printemps.krn.diss_A.txt,24,8,,16,12,,4,8,,,8,
ptit_felix_reel_du.krn.diss_A.txt,8,16,,4,12,,8,8,,,20,
punters_graveyard.krn.diss_A.txt,16,12,16,,12,,,,12,4,,
puppeteer.krn.diss_A.txt,,8,,16,6,,20,4,,,,
quadrille_bouchard_troisieme_partie.krn.diss_A.txt,,,,10,4,,12,10,,,2,8
quadrille_de_beauharnois.krn.diss_A.txt,,4,,,16,,,8,,,16,
quadrille_des_ancetres_figure_2.krn.diss_A.txt,8,12,,,,,,16,,,,
quadrille_montcalm.krn.diss_A.txt,8,,,8,26,,8,16,,,4,
quarry_cross.krn.diss_A.txt,4,4,8,,4,,16,,,8,,
quindaro.krn.diss_A.txt,8,8,,8,4,,4,4,,,2,
rabbit_reel.krn.diss_A.txt,8,,,24,12,,16,16,,,12,
racine_le_beau.krn.diss_A.txt,20,16,,16,12,,,16,,,,
rambling_pitchfork.krn.diss_A.txt,8,,,12,,,8,8,,,4,
randy_millers_reel.krn.diss_A.txt,4,6,8,,20,,12,,4,16,,
rannie_maclellan.krn.diss_A.txt,,22,,16,,,4,36,,,,
raquetteurs.krn.diss_A.txt,12,12,,8,6,,8,4,,,16,
rare.krn.diss_A.txt,8,34,,,4,,8,22,,,,
rays_classic.krn.diss_A.txt,16,,,4,4,,,4,,,,
re_68_en.krn.diss_A.txt,2,8,,18,8,,,8,,,8,
rebel_raid.krn.diss_A.txt,12,,,12,28,,,4,,,,
reconciliation.krn.diss_A.txt,4,22,,16,4,,4,32,,,,
red_boots.krn.diss_A.txt,16,12,,4,4,,4,6,,,12,
red_crow.krn.diss_A.txt,,,,,24,,,8,,24,,
red_prairie_dawn.krn.diss_A.txt,8,20,,32,,,8,8,,,,
redondo.krn.diss_A.txt,,32,,,,,2,20,,,,
releveur_le.krn.diss_A.txt,8,8,20,,12,,8,,20,,,
remi_reel_de.krn.diss_A.txt,4,16,,8,14,,,4,,8,8,
repeal_the_poll_tax.krn.diss_A.txt,20,2,,28,8,,12,32,,,,
repondre_reel_a.krn.diss_A.txt,4,16,,4,4,,,4,,,8,
return_to_milltown.krn.diss_A.txt,24,12,8,,,,,,,,,
reunion_jig.krn.diss_A.txt,16,10,,4,12,,12,,,,,
reverend_brothers_jig.krn.diss_A.txt,8,20,8,,24,,,,,12,,
richmond_cotillion.krn.diss_A.txt,,8,,8,16,,,24,,,,
riding_on_a_load_of_hay.krn.diss_A.txt,,20,8,,16,,16,,,,,
riff_city.krn.diss_A.txt,,,20,,16,,4,,,36,,
rio_reel_of.krn.diss_A.txt,,24,,20,8,,16,24,,,,
river_bend.krn.diss_A.txt,4,,,4,,,4,2,,,,
riviere_du_loup_le_reel_de.krn.diss_A.txt,8,,,16,8,,,32,,,24,
road_from_the_south.krn.diss_A.txt,8,26,12,,16,,8,,,,,
road_to_boston.krn.diss_A.txt,8,32,,,20,,,,,,,
road_to_california.krn.diss_A.txt,8,32,,12,,,8,8,,,8,
road_to_errogie.krn.diss_A.txt,8,30,,8,,,,2,,,,
road_to_glountane.krn.diss_A.txt,,28,,24,,,8,16,,,,
road_to_lisdoonvarna.krn.diss_A.txt,8,,,,12,,4,8,,26,,
road_to_skye.krn.diss_A.txt,4,4,,,,,8,16,,,8,
robe_de_mariee.krn.diss_A.txt,16,16,,4,16,,,12,,,,
robertsons_reel.krn.diss_A.txt,8,42,,,,,,,,,,
robins_bodhran.krn.diss_A.txt,8,24,,,,,8,,,2,,
rochester_schottische.krn.diss_A.txt,4,20,,4,16,,,32,,,20,
rock_the_cradle_joe.krn.diss_A.txt,,48,,4,14,,,4,,,,
rock_valley_jig.krn.diss_A.txt,,,,12,8,,,12,,,4,
rockabilly_reel.krn.diss_A.txt,8,8,,12,8,,22,4,,4,,
rockingham_cindy.krn.diss_A.txt,12,14,,8,12,,,,,,2,
rod_ta_houll_da.krn.diss_A.txt,,,,16,4,,8,8,,,4,
ronde_des_voyagers.krn.diss_A.txt,,6,,,14,,8,,10,,,
room_211.krn.diss_A.txt,8,30,,28,8,,8,12,,,,
rose_in_the_heather.krn.diss_A.txt,4,12,,20,,,8,12,,,,
round_the_horn.krn.diss_A.txt,4,10,12,,12,,12,,,18,,
rue_de_gaspe_reel_de_la.krn.diss_A.txt,4,12,,,,,28,6,,,6,
ruffled_drawers.krn.diss_A.txt,4,16,,4,16,,,6,,,8,
rumblestrip.krn.diss_A.txt,4,,,,8,,8,12,,28,,
rythme.krn.diss_A.txt,20,4,,4,,,8,19,,,1,
sacketts_harbor.krn.diss_A.txt,4,24,24,,4,,,,,16,,
safe_harbor.krn.diss_A.txt,,,,8,8,,16,4,,,4,
sail_away_ladies.krn.diss_A.txt,8,48,,,8,,,16,,,,
sailing_into_walpoles_marsh.krn.diss_A.txt,8,12,,,12,,28,,,,,
sailors_wife.krn.diss_A.txt,,38,,,16,,6,2,,4,,
saint-etienne_reel_de.krn.diss_A.txt,12,16,,16,16,,,28,,,8,
saint-germain_68.krn.diss_A.txt,,16,,8,8,,,,,,,
saint_antoine_reel.krn.diss_A.txt,8,8,,4,12,,,12,,,8,
saint_jean_reel.krn.diss_A.txt,4,8,4,,6,,8,,,4,,
saint_johns_hoedown.krn.diss_A.txt,12,18,,8,20,,,8,,,4,
saint_joseph_reel.krn.diss_A.txt,8,24,,12,8,,,4,,,16,
saint_paul_reel.krn.diss_A.txt,,18,,,18,,8,4,,8,,
sally_ann_johnson.krn.diss_A.txt,4,16,,4,20,,8,16,,,4,
sally_gardens.krn.diss_A.txt,8,8,,20,,,10,26,,,8,
